Continent,Country,Information
north-america,united-states-of-america,"['Sultry climes, a captivating history and enticing scenery: welcome to South Carolina y’all.\xa0', 'The ‘Palmetto State’ is blessed with stunning landscapes – from the rolling hills of the Upcountry to the glistening lakes of the midlands – but it’s the coastline that lures most visitors.\xa0', 'Plant your parasol on the sun-drenched shores of Myrtle Beach for classic seaside fun, with boardwalk amusements, boogie boarding and boat tours all up for grabs. The city is also home to the South Carolina Civil War Museum, which tells the story of the conflict through the eyes of the state.', 'Beaufort on Port Royal Island is easy on the eye thanks to its raft of beautifully restored antebellum homes. But if you’re looking to escape the cities, take a trip to Hilton Head, a narrow barrier island that’s generously clad with beautiful beaches, unspoiled forest and world-class golf courses.', 'With its lack of skyscrapers and bevy of 19th-century mansions, the coastal metropolis of Charleston is anything but an identikit US city. It’s the site of the country’s first permanent European settlement and today crackles with a stellar dining scene, characterful boutique hotels and Southern charm aplenty.', 'Away from the coast, South Carolina’s back roads offer visitors the chance to pick juicy peaches, explore rambling plantations and encounter Revolutionary and Civil War sites and re-enactments.', 'Beyond that take in the terrific museums of the state capital, Columbia, waterski across Lake Murray, or paddle through Congaree National Park’s murky creeks and hardwood forests. And don’t leave without visiting the foothills of the Blue Ridge Mountains, where you can hike and bike to your heart’s content.', '80,782 sq km (31,190 sq miles).', '4.9 million (2015).', '60.7 per sq km.', 'Columbia.']"
north-america,united-states-of-america,"['Shhh, don’t tell anyone, but South Dakota is something of a Midwest secret. A land of windswept prairies, pioneer towns, dramatic badlands and four gigantic presidents, the state has much to offer – but it doesn’t like to shout about it.', 'The Black Hills are South Dakota’s crowning glory, boasting a cluster of national parks, monuments and memorials. The most famous among them is Mount Rushmore National Memorial, where the faces of George Washington, Thomas Jefferson, Theodore Roosevelt and Abraham Lincoln have been blasted and carved out of the mountain.', ""Equally curious is the Crazy Horse Memorial, which will be the world's largest mountain sculpture when completed. The 22-storey statue features Crazy Horse – a Native American war leader – riding a stallion and pointing into the distance. Work began in 1948 and the finish date is unknown."", 'If you want to shake off snap-happy tour groups, then trek among stripy canyons, spires and ragged buttes in Badlands National Park, home to bison, bighorn sheep and prairie dogs (alive and well), as well as sabre-toothed cats, ancient rhinos and three-toed horses (dead and fossilised).', 'Duck beneath the prairie and admire the intricate honeycomb formations in Wind Cave, one of the world’s longest caves. Or get a feel for US-Soviet Cold War tensions at Minuteman Missile, where a flick of a switch could have launched WWIII.', 'Slicing through the middle of the state, the Missouri River lures hikers, bikers, kayakers and anglers, who hook walleye, pike and perch. South Dakota is a big hunting spot too. Book a table in Sioux Falls, the state’s largest city, and gourmet game is likely to top the menu.', '199,730 sq km (77,116 sq miles).', '858,469 (2015).', '4.3 per sq km.', 'Pierre.']"
north-america,united-states-of-america,"['Boot-stomping music lures you to Tennessee, but if you manage to tear yourself away from a never-ending roster of stellar gigs, there’s no shortage of alternative entertainment.', 'First though, cast your peepers over an incredible line-up of 2 million artefacts at the snazzy Country Music Hall of Fame in Nashville, which boasts its own songwriting stations where you can pen a tune of your own.', ""Hit Beale Street in Memphis, home of the blues and the birthplace of rock 'n' roll, where the likes of BB King and Isaac Hayes have wowed audiences. Or visit Bristol in September for the phenomenal Rhythm & Roots Reunion, three days of electrifying musical magic. Be sure to visit the fabulous Birthplace of Country Music Museum while in town."", 'Powerful as Tennessee’s musical roots are however, be bold and dip your toes into something different. Arrive in Knoxville in summer, and you can chuck a blanket on the grass for an evening of Shakespeare, gratis. Cruise round the 13km (8mile) Gatlinburg loop and stuff your suitcases with stained glass, jewellery and watercolours produced by the Great Smoky Arts & Crafts Community, the continent’s largest group of independent artisans.', 'Soar like an eagle on a 21-storey-high rollercoaster at Dollywood, roar like a bear at a Memphis Grizzlies home game or follow in the footsteps of Native Americans and Civil War soldiers along legendary trail Natchez Trace.', 'Whatever you do, you’ll find Tennessee to be one big adventure playground, encompassing forested mountains, cypress swamps, white-water rapids and cascading waterfalls. The Great Smoky National Park alone racks up 1,300km (800 miles) of hiking trails (and 1,500 bears). Humming Elvis as you hike is entirely optional.', '109,150 sq km (42,143 sq miles).', '6.6 million (2015).', '60.5 per sq km.', 'Nashville.']"
north-america,united-states-of-america,"['Home to vast mountain ranges, broad plains, beautiful beaches, rolling countryside and countless miles of uninhabitable desert, Texas is arguably one of the most awe-inspiring states in the USA. “Everything is bigger in Texas,” goes the slogan – and there’s some truth in it. Similar in size to France, almost everything in Texas appears larger than life: the mountains, the cities, the food portions, and yes, some of the people too.', 'The so-called Lone Star State is world renowned for its Wild West spirit and a brazen “don’t mess with Texas” attitude. But there is more to this state than big-headed cowboys, small-town girls and nationalistic defiance. Texas is home to cosmopolitan cities, sprinkled with creative businesses, smart urban types, internet millionaires and artistic communities.', 'The capital Austin is dynamic and happening, with a lively music scene, retro vibe and boutique stores. The state’s largest city, Houston, is an expansive, multi-ethnic metropolis with plenty of charm and is famously the home of NASA. Dallas glitters with a shimmering high-rise skyline, elegant stores, fine restaurants and a rich cultural and sporting life.', 'The beautiful city of San Antonio is home to the stunning River Walk – a picturesque riverbank lined with cafés and restaurant – plus one of the state’s most famous historical monuments, The Alamo. If you’re after a small-town America experience, visit sleepy Fort Worth, with its Old West charm, Saturday night rodeos and country western line dancing.', 'For an altogether wilder experience, saddle up at a working cattle ranch, lounge on unspoilt Gulf Coast beaches and discover national parks such as Big Bend or Guadalupe Mountains. Whatever you do, a warm welcome awaits. Texans are friendly folk and their indomitable spirit is bound to bowl you over.', '692,190 sq km (267,256 sq miles).', '27.5 million (2015).', '39.7 per sq km.', 'Austin.']"
north-america,united-states-of-america,"[""From the soaring skyscrapers of New York City to the dramatic mesas of Arizona, the United States of America is a place of staggering beauty and extraordinary diversity. Nothing prepares you for your first glimpse of Manhattan’s iconic skyline, the yawning expanses of the Grand Canyon or the neon-lit excesses of Las Vegas, just some of the country's many highlights."", 'You could easily spend a lifetime in the US and still feel like you’ve just scratched the surface. It’s epic on every scale. After all, this is a place where you can watch the thunderous spectacle of Niagara Falls, trek through the soaring Black Hills of South Dakota and cruise along California’s glorious Pacific Coast; where you can ski at Lake Tahoe, go cattle ranching in the Midwest and imbibe live jazz in New Orleans. The options, it seems, are endless.', 'The USA’s manmade landscapes are nearly as spectacular as the natural ones. New York City\xa0boasts some of the most impressive skyscrapers on the planet (think Empire State Building, Chrysler Building, Rockefeller Centre), although the skylines of Seattle, Chicago, LA and Vegas are no less recognisable.', 'The American people are similarly diverse; from the colourful Cubans of the southeast to the gun-slinging wranglers of Texas and hardy Inuits of Alaska, the country is a melting pot of cultures. Generations of immigrants have shaped the national identity in everything from food and language to music and manners.', 'Once derided for being boring, the resurgent capital, Washington, D.C, boasts hip new bars, chic boutiques and a burgeoning culinary scene, which are welcome diversions in this theatre of politics. In spring, the city turns pink with cherry blossom – the legacy of a peace offering sent by Japan.', 'The glorious East Coast retreat of Cape Cod is also not to be missed. Looking around this exquisite peninsula it’s easy to see why the founding fathers, who stepped off the Mayflower here, chose to make this extraordinary land their home. ""God bless America,"" they sang. And God blessed her indeed.', '9,826,675 sq km (3,794,100 sq miles).', '324,118,787 (UN estimate 2016).', '32.5 per sq km.', 'Washington, DC.', 'Federal republic.', 'President Joe Biden since 2021.', 'President Joe Biden since 2021.', 'Electronic devices mustn’t contain empty rechargeable batteries. For more information visit the\xa0Department of Homeland Security website.', '\xa0']"
north-america,united-states-of-america,"['Phenomenal national parks, world-class skiing and a thriving brewpub scene that belies the state’s dry reputation: welcome to Utah.', 'The Beehive State’s national parks are a whirlwind of wind-carved canyons, chequerboard rock faces, fragile rock arches and vermilion spires. You can climb sculpted sandstone at Capitol Reef or barrel down Class V rapids in Canyonlands’ Cataract Canyon. Weave through Fiery Furnace’s labyrinthine canyons at Arches or snap sunset at Bryce Canyon as an army of hoodoos goes to sleep. Throw any fear of heights to one side and hike the nerve-racking trail to Angels Landing for outstanding views over Zion National Park.', 'Not enough for you? How about tracking a stegosaurus (or at least its fossil) at Dinosaur National Monument? Or take a drive along Heritage Highway 89 for a dose of classic Americana. Unleash your inner cowboy and saddle up at a dude ranch for some cattle wrangling. Then test your mountain-biking mettle on the legendary Slickrock Trail in Moab.', 'Utah’s adventures don’t stop when the snow falls. You can test the state’s claim to have ‘the greatest snow on earth’ and launch yourself into vertiginous chutes at a world-renowned line-up of ski resorts in the Wasatch Mountains, or arm yourself with peeps and a shovel and hit the backcountry for untracked powder and rollercoaster tree runs.', 'Grab a couple of days’ urban action in Salt Lake City. The Church of the Latter Day Saints might spring to mind when you think of Utah’s capital city, and the Salt Lake Temple does dominate town. But Salt Lake is also home to state-of-the-art museums (check out the super-modern Natural History Museum of Utah or The Leonardo for starters), thriving student and LGBT communities, and packed pubs where you can plot your next escapade.', '219,885 sq km (84,898 sq miles).', '3 million (2015).', '13.6 per sq km.', 'Salt Lake City.']"
north-america,united-states-of-america,"['Big-city life takes a backseat in the ‘Green Mountain State,’ which certainly lives up to its nickname. But it’s not all verdant peaks: Vermont boasts shimmering lakes, scenic road trips and action aplenty.', 'Yes, it’s the only New England state without a coastline, but Lake Champlain certainly makes up for it. On its shore sits Burlington, Vermont’s largest city, which is more of a town really. It’s one of those places everyone wants to move to, humming with creative entrepreneurs who take their dogs to work and clock off early to kayak, bike or catch the last chairlift.', ""Part of the fun of Vermont is hitting the road and seeing where you end up. The state is famous for its vivid autumn foliage, white clapboard villages and rickety wooden bridges. Alternatively, leave the car behind and\xa0hike a section of the Appalachian Trail or trek the 438km (272mile) Long Trail, the USA's oldest long-distance hiking trail, which links Massachusetts with the Canadian border."", 'In winter, ski a terrific line-up of downhill and cross-country areas in the Green Mountains. World-class resort Killington switches to mountain biking when the snow melts, while Stowe is home to the Trapp Family Lodge. Yes, as in the von Trapp family. As in ‘the hills are alive’. The lodge is still run by Maria’s youngest son.', 'All that activity surely justifies foodie indulgence. Vermont produces more than 40% of the country’s maple syrup, so pour copious amounts on a pile of pancakes, along with an oversized dollop of Ben and Jerry’s ice cream, a Vermont staple.', '24,900 sq km (9,614 sq miles).', '626,042 (2015).', '25.1 per sq km.', 'Montpelier.']"
north-america,united-states-of-america,"['A thrilling fusion of inspirational scenery and fascinating history, Virginia packs in sweeping beaches, forested mountains, exceptional wine and stories aplenty.', 'From tales of swashbuckling pirates to fierce Civil War battles, Virginia racks up more history lessons than a high school syllabus. It boasts the USA’s birthplace at Jamestown, where the first English colony set up shop in 1607. Then there’s Colonial Williamsburg, aka the Revolutionary City, where the quest for independence from Britain kicked off and where you can dive head-on into revolutionary life with uncannily authentic townspeople.', 'Go all out and immerse yourself in a full-scale battle re-enactment, complete with thundering hooves, flaming log cabins, clashing swords and smoking guns. Richmond was the capital of the Confederacy during the Civil War, and more battles took place in Virginia than in any other state.', 'If these skirmishes have you reaching for a glass of something strong, you’re in the right place. Wineries are ubiquitous in Virginia, which has also hopped aboard the craft beer express; hit the Blue Ridge Beer Loop for a round-up of thirst-quenching mountain ales.', 'A brisk dip in the ocean will vanquish your hangover. As well as shimmering waters, Virginia offers 45km (28 miles) of glorious sandy beaches. Insider tip: escape the crowds on the sugary beaches of Assateague Island National Seashore. At Norfolk, you can also dive into maritime history, tour the world’s largest naval base and slurp fresh-from-the-Chesapeake oysters.', 'Take a road trip on the spectacular Blue Ridge Parkway, which curls 755km (469 miles) along the Appalachian Mountains, from Shenandoah National Park to the Great Smoky Mountains in North Carolina. Scenic hiking trails, cascading waterfalls and stellar views will lure you out the car at every turn.', '109,629 sq km (42,328 sq miles).', '8.4 million (2015).', '76.5 per sq km.', 'Richmond.']"
north-america,united-states-of-america,"['Nature went into overdrive when it worked its magic in Washington. Wild beaches, verdant rainforests, snow-sprinkled volcanoes, bijous island retreats and the continent’s deepest river gorge all collide in the ‘Evergreen State’. Sure, it rains a lot, but whoever let a bit of precipitation get in the way of adventure?', 'And there’s plenty of adventure to be found. Hike in Alpine meadows, trek through moss-covered forests and skip over driftwood on the Olympic Peninsula’s storm-pounded beaches. Climb a volcano at Mt Rainier or ski down one at Mt Baker. Kayak with orcas in the San Juan Islands, set sail at sunset in Puget Sound, go windsurfing on the Columbia River or hold onto your hat jetboating into Hells Canyon.', 'For all its epic scenery though, the state’s star attraction is Seattle. The birthplace of grunge, the city is a laidback hub of creativity that entices travellers with its legendary live music scene, hip neighbourhoods and eclectic attractions. Learn guitar in a Frank Gehry-designed museum, shop for Scandi chic in historic Ballard, or figure out the password to drink cocktails in a speakeasy.', 'South of Seattle, cross the fabulous Chihuly Bridge of Glass, a kaleidoscopic pedestrian overpass connecting the Museum of Glass to downtown Tacoma.', 'If big-city thrills don’t do it for you, how about a Bavarian hamlet? Tucked into the Cascade Mountains, little Leavenworth risked losing everything when the local sawmill closed and the railroad was rerouted. So the good townsfolk decided to rebrand their village, and the result is a strangely compelling blend of Bavarian architecture, lederhosen-clad residents and Wienerschnitzel.', 'Wash down your supper with a hoppy pale ale or a glass of Merlot – produced right here in Washington, of course.', '182,941 sq km (70,634 sq miles).', '7.2 million (2015).', '39.2 per sq km.', 'Olympia.']"
north-america,united-states-of-america,"['Spin the wheel of outdoor adventure in West Virginia, and the same activity is unlikely to come up twice.', 'The self-styled ‘outdoor recreation capital of the East’ is shaking off any images of being a down-at-heel, coal-mining state, and has transformed itself into a giant natural playground, thanks to its forested hills, white-water rapids, underground caverns and powder-topped Appalachian Mountains.', 'West Virginia offers a veritable A to Z of adrenaline adventures, from all-terrain vehicle rides along one of the world’s largest off-road courses to zip-lining through gorges at night.', 'The Monongahela National Forest sprawls across the state’s highest peaks and is dotted with campgrounds and log cabins, which fill up in summer with hikers, mountain bikers, anglers and horse riders. If these activities all sound a bit tame, swing your climbing harness and ropes over to Seneca Rocks, a craggy quartzite outcrop jutting 270m (900ft) above the North Fork River.', 'Also guaranteed to get the heart pumping a little faster is a rafting trip down the Gauley River, known as the ‘Beast of the East’ owing to its preponderance of Class IV and V rapids. Prefer to watch others doing crazy stunts? Head on down to the annual Bridge Day at New River Gorge, when base jumpers fling themselves off a 267m (876ft) bridge.', 'Pause for breath and take a gander at West Virginia’s dazzling arts and crafts creations, from intricately designed quilts and colourful mouth-blown glass to custom-made woodwork. Potter round pretty small towns such as Hinton, a historic railway settlement, or lakeshore gem Summersville.', 'West Virginia’s music scene is legendary too, so whether you’re into Appalachian fiddle tunes or Southern gospel numbers, grab yourself a pepperoni roll and get those toes tapping.', '62,755 sq km (24,230 sq miles).', '1.8 million (2015).', '29.4 per sq km.', 'Charleston.']"
north-america,united-states-of-america,"['Pack your bathing suit because it’s all about the water in Wisconsin. Home to some 15,000 lakes, streams and rivers, the so-called ‘Badger State’ is cherry ripe for aquatic adventure… and badger watching, apparently.', 'Kayakers paddle round the red cliffs and sea caves of the Apostle Islands in Lake Superior. Winter surfers catch impressive swells on Lake Michigan at Sheboygan, nicknamed the ‘Malibu of the Midwest’ (though with freezing water temperatures and drifting ice floes, take that with a fistful of salt). And those less inclined to strenuous exercise float lazily down Wolf River by tube.', 'Back on dry land, cyclists have the pick of 80 routes in the Rails-to-Trails network, including the first of its kind in the continent, the 51km (32 mile) Elroy-Sparta Trail.', 'Eye-popping architecture is more common here than you might expect. The Milwaukee Museum of Art is a thrilling meld of three striking buildings built by three legendary architects – Eero Saarinen, David Kahler and Santiago Calatrava. And native Wisconsinite Frank Lloyd Wright spent nearly 50 years perfecting his Taliesin Estate, now a National Historic Landmark and home to six structures designed by Wright.', 'This state does a good line in quirky attractions too, boasting museums dedicated to mustard, accordions and circuses. The National Freshwater Fishing Hall of Fame is home to 50,000 angling artefacts, but it’s the giant fish outside which is likely to remain indelibly imprinted on your memory. The Big Musky is half a block long, four and a half stories tall, but he won’t bite if you climb into his jaw.', '169,639 sq km (65,498 sq miles).', '5.8 million (2015).', '34 per sq km.', 'Madison.']"
north-america,united-states-of-america,"['With its vast national parks, bountiful fauna and rip-roaring Wild West heritage, the so-called Cowboy State is certainly worthy of a yee ha!', 'Home to the smallest population of any US state, there’s plenty of room to roam in Wyoming. Wilderness abounds, particularly in the northwestern corner, where Yellowstone and Grand Teton National Parks throw up dazzling scenery and more wildlife than you can keep track of.', 'Grizzlies, wolves and bison prowl Yellowstone, whose bubbling hot springs and spouting geysers are as thrilling to watch in winter as they are in summer.', 'Immediately south of Yellowstone, Grand Teton is a mesmerising landscape of spiky peaks peering down at the Jackson Hole valley over a mile below. It’s an adventurer’s paradise, crammed with hiking trails, campgrounds, lakes for kayaking and jagged pinnacles begging to be climbed.', 'The ultra-cool town of Jackson is a great base for both parks and a jumping-off point for skiing at Jackson Hole, where the snow runs steep and deep and green runs are for losers.', 'Climbers also find it hard to resist tackling the corrugated rock faces of Devils Tower, a gigantic rocky monolith jutting up from the plains of northeastern Wyoming. If that sounds a bit scary, you can hunt for ancient stingray or herring at Fossil Butte in the southwest of the state, whose limestone layers conceal the world’s largest deposit of freshwater fish fossils.', 'Hungry for some cowboy action? Saddle up and experience life on a working ranch or get yourself down to the nearest rodeo. For an all-out rocking rodeo extravaganza, bag tickets to Cheyenne Frontier Days in July, a raucous celebration packing in bull riding, chuckwagon cook-offs, whirring fairground rides and boot-stomping concerts.', '253,335 sq km (97,813 sq miles).', '586,107 (2015).', '2.3 per sq km.', 'Cheyenne.']"
north-america,canada,"['Gigantic swathes of wilderness, thrilling gold rush tales and fascinating First Nations heritage turn road trips through the Yukon Territory into epic adventures.\xa0Stretching from the British Columbia border all the way to the Arctic Ocean, the Yukon encompasses huge slabs of unspoilt mountainous landscapes freckled with frontier towns, aboriginal communities and a heck of a lot of wild animals.', 'Fill your RV with supplies, chuck in a couple of spare tyres and drive Canada’s only all-weather road, the Dempster Highway, from Dawson City north across the Arctic Circle to Inuvik, in the Northwest Territories. Or follow the Silver Trail from Whitehorse through moose habitat to the historic mining towns of Mayo and Keno.', 'Whichever route you pick, seeing more wildlife than humans is pretty much guaranteed. There are twice as many moose as there are people, and caribou, grizzlies and elk all make regular roadside appearances. As for the few who do live here, the Yukon First Nations have been here the longest, and you can learn about their roots at aboriginal cultural centres, art studios, or the Adäka Cultural Festival, a cracking summer celebration on Whitehorse’s waterfront.', 'When gold was discovered in the Klondike in 1896, fortune seekers couldn’t get here fast enough. Relive the gold rush days with gold-panning, gambling halls and can-can girls in Dawson City or catch a ride on the White Pass & Yukon Railway, an iconic route connecting the Yukon with the port of Skagway, Alaska. Climbing nearly 900m (3,000ft), the train travels past mountains, glaciers and enough waterfalls to wear your camera out.', '482,443 sq km (186,272 sq miles).', '37,400 (2015).', '0.08 per sq km.', 'Whitehorse.']"
oceania,american-samoa,"['American Samoa is a tropical island paradise at the heart of Polynesia. Perhaps the most beautiful part of this so-called sub-region, which is made up of hundreds of tiny islands, American Samoa consists of seven freckles of land. And glorious nuggets of land they are, complete with volcanic backdrops, tropical forests and wildlife-rich woodlands.', ""If you're wondering about the name, American Samoa belongs to the US, but is not a part of it. They harbour a couple of the Manu'a group of islands, too, which are volcanic in origin and dominated by high peaks."", ""American Samoa's volcanoes, inactive since 1911, have left an intriguing land formation, including cavernous lava tubes. The stunning uniqueness of the landscape is why American Samoa has such a reputation for being photogenic. Of course, it's the deep-blue sea and immaculate beaches that attract many visitors."", ""One of the most famous spots in American Samoa is Pago Pago on the main island of Tutuila. Still holding on to its roots as an old fishing town, its natural harbour is one of the most spectacular in the world. In fact, you'll find no shortage of idyllic villages in clinging on to the old ways on these islands."", ""Most people live in villages along the narrow coastal plains, living off the fruits of the sea, and cultivating agriculture on the plains and nearby hills. Traditional Samoan society is based on a chieftain system of hereditary rank, and is known as the Samoan way or Fa'a Samoa. Despite the inroads of modern, Western civilisation, local cultural institutions remain the strongest single influence in American Samoan life."", ""If hiking is your thing, you won't be disappointed, with breath-taking trails traversing the National Park of American Samoa. In fact there are many opportunities for adventure tourism here. So whether you decide to stick to the beaches or go trekking across the jagged landscapes, you'll feel as if you've landed in some forgotten paradise."", '201 sq km (77.6 sq miles).', '55,602 (UN estimate 2016).', '270.3 per sq km.', 'Pago Pago.', 'US External Territory.', 'President Joe Biden since 2021.', 'Governor Lemanu Peleti Mauga since 2021.']"
oceania,australia,"['Australia is a land of savage beauty, big adventure and even bigger horizons. There are good reasons why the country finds itself touted as one of the ultimate travel getaways; it has personality in spades, landscapes to die for and more than its fair share of sunshine. And if beaches, rainforest and outback aren’t your thing, then its major cities are outstanding destinations in their own right.', 'In many ways the country breeds extremes. The fiery atmosphere of an Aussie Rules match in Melbourne and the champagne glitz of Sydney Harbour belong to another planet entirely when compared to the quiet expanse of the Red Centre or the surf-bashed coastlines of the west.', 'Likewise, 40,000 years of Aboriginal culture sometimes seem an unnatural bedfellow for the famed “no worries mate” BBQ-lifestyle of modern times. When taken as a whole, however, the sum of Australia’s contrasts make it a destination that is as fascinating as it is diverse.', 'Knowing where to go is arguably the toughest part. There are well-travelled paths, with Sydney and the east coast being a perennially popular choice. When you’re faced with a country of this magnitude, however, potential itineraries are numberless. The Great Barrier Reef? Uluru? The Great Ocean Road? Kakadu? Hobart? The Kimberley? When the tourist board controversially coined the slogan “So where the bloody hell are you?” it raised a fair point.', 'There are iconic Aussie clichés by the barrel-load (from cork hats to barbecues, koalas to crocodiles, and cricketers to bush tucker) but the real beauty of the place lies in the stuff you’re not expecting; the dusty open road that unfurls to reveal verdant hills; the cold beer at an outback pub that turns into an evening-long session; the stroll to the beach that throws up a street market, open-air concert and implausibly beautiful sunset.', ""A trip Down Under has long been synonymous with escape, exploration and adventure – an image that's unlikely to change anytime soon."", '7,692,024 sq km (2,969,907 sq miles).', '24,127,200 (Australian Bureau of Statistics 2016).', '3.1 per sq km.', 'Canberra.', 'Constitutional monarchy.', 'HM King Charles III\xa0since 2022, represented locally by Governor-General David Hurley since 2019.', 'Prime Minister Anthony Albanese\xa0since 2022.']"
oceania,australia,"[""It might be a mere crumb of land on the map, but the Australian Capital Territory (ACT) – as its grand name suggests – gives home to Canberra, the nation's pristine capital. Rarely seen as a standalone travel destination, the city itself retains its own distinct atmosphere, having evolved from a quiet bush-land home for bureaucrats and politicians to a modern and vibrant hub, offering stunning cuisine, strong arts venues and an active student population."", 'As befitting its status, the city is filled with cultural experiences, including world-renowned museums and galleries. Highlights for Canberra visitors include the National Gallery, the Australian War Memorial and Questacon, the national science and technology centre. You’ll also find some great places to try the cool-climate wines that the ACT is becoming known for.', 'Canberra accounts for a healthy swathe of the ACT, but the territory also finds space to accommodate the natural beauty of the Namadgi National Park. In the summer, the park offers a spectacular array of bushwalks that meander through its lush flora and fauna. In the winter the Bimberi and Brindabella Ranges receive a dusting of picturesque snow.', 'Incongruously, perhaps, other local attractions include the large satellite dishes at the Canberra Deep Space Communication Complex, which is set in foothills southwest of the city. They’re still used to provide two-way support for spacecraft in orbit and are one of only three such systems in the world.', 'The ACT is surrounded on all sides by New South Wales and draws little in the way of tourist attention, but for those who decide to pay a visit, it can offer far more than its rather staid image might suggest. Small it might be, but it’s more than just a geographical curio.', '2,358 sq km (910 sq miles).', '412,576 (2019).', '151.49 per sq km.', 'Canberra (also national capital).']"
oceania,cook-islands,"[""Find lazy days dripping with sunshine in the tranquil Cook Islands, 15 sandy freckles in the South Pacific. There are no two ways about it, people come to the Cook Islands for the beaches: pristine ribbons, lapped by sparkling aquamarine waters. For those eager to dive straight in, the Cook Islands' best beaches are at Muri Lagoon and Titikaveka."", 'Despite covering a vast area, the Cook Islands host a tiny population, and secluded spots are easy to come by. Some islands, such as Rarotonga (where the international airport is situated) and Aitutaki, do feature a number of developed resorts. Mountainous Rarotonga also offers plenty of verdant scenery, should you – unlikely though it sounds – grow tired of the tropical beach paradise.', 'Situated between Samoa and French Polynesia, the inhabitants of the Cook Islands are Polynesian, with a proud and interesting culture. Calling themselves the Cook Island Maori, they trace their roots on the southern islands back a millennium to Tahiti and the Marquesas, while Samoans and Togans are responsible for settling the northern islands. The Cook Islanders also hold the tradition that New Zealand Maori migrations originated from their islands.', ""Named after Captain James Cook, who came here in 1770, the Cook Islands didn't come under British control until 1888. In 1965, the inhabitants chose self-government in free association with New Zealand, which had assumed administrative control over the islands at the turn of the century."", ""Apart from the interesting culture, it's the natural beauty of the Cook Islands that most captivates visitors. The islands are both volcanic and 'near atolls', which is to say land that's mostly lagoon and edged by islets. You'll find Rarotonga teeming with jungle, while Aitutake is the most photogenic island – a true paradise. Expect powdery sand, an abundance of tropical fruits, palm trees and no worries."", '237 sq km (91.5 sq miles).', '20,948 (UN estimate 2016).', '41.5 per sq km.', 'Avarua (on Rarotonga).', 'Self-governing territory in free association with New Zealand. New Zealand retains responsibility for external affairs.', ""HM King Charles III since 2022, represented locally by Queen's Representative Sir Tom Marsters since 2013."", 'Prime Minister Mark Brown since 2020.']"
oceania,pacific-islands-of-micronesia,"['Scattered across the Pacific Ocean, the Federated States of Micronesia is the epitome of paradise – with its powdery shores, crystalline waters and colourful coral reefs – but its lack of connectivity and relative obscurity means few travellers actually make it here.', 'Comprised of some 607 islands, this archipelago is not the easiest place to get to, but it certainly rewards those who do make the journey. In islands like Chuuk, visitors will find vast lagoons of monumental beauty, filled with shipwrecks, kaleidoscopic corals and sandy beaches. The islands are a dream for divers, and many argue that the area’s diving and snorkelling ranks among the best in the world.', 'It’s not all about natural beauty, though. The Micronesians themselves combine a profusion of languages, customs and folklore, which are captivating to witness. The archipelago is defiantly archaic too, which is wholly refreshing: on the island of Yap, islanders still trade using an ancient stone currency. Some Micronesians can also be glimpsed wearing traditional garments and throughout the nation you are likely to stumble across snatches of unique island music and witness zesty, time-honoured dances.', 'Though a sovereign nation now, the archipelago has been dragged from pillar to post by various colonial powers. The Portuguese, Spanish, Germans and Japanese have all laid claim to the territory, followed by the USA, which took over the administration the nation in 1947. However, in 1986, the Federated States signed a Compact of Free Association with the USA, allowing for independence with US defence support.', ""The islands suffer from remoteness and lack of industry and infrastructure. There is development potential, but as yet Micronesia remains dependent on US aid. Tourism is one industry that could potentially boost the island's fiscal situation. However, even if tourism does take off, with 607 islands to speak of, finding some deserted shores to relax on shouldn't be too hard."", '702 sq km (271 sq miles).', '104,966 (UN estimate 2016).', '149.9 per sq km.', 'Palikir (Pohnpei).', 'Federal Republic in free association with the USA.', 'President Wesley W. Simina since 2023.', 'President DWesley W. Simina since 2023.']"
